marque,modele,quantite_fabriquee,quantite_vendue,prix_voiture,cout_production,pays_vente,taxe_pays,mois_vente,revenu_total,cout_total
CSL_Auto,S5,3760,3713,111070.47,54926.67,Mexico,0.16,2023-05-01,412404655.11,206524279.2
CSL_Auto,S2,3226,3047,25906.68,13612.66,Mexico,0.16,2023-05-01,78937653.96,43914441.16
CSL_Auto,S2,4278,3415,25028.9,12248.69,United_Kingdom,0.2,2023-05-01,85473693.5,52399895.82
CSL_Auto,S1,3361,2741,15726.66,8640.26,Japan,0.1,2023-05-01,43106775.06,29039913.86
CSL_Auto,S4,825,717,48324.65,27819.71,Canada,0.12,2023-05-01,34648774.050000004,22951260.75
CSL_Auto,S4,2198,1957,62351.87,36232.68,France,0.2,2023-05-01,122022609.59,79639430.64
CSL_Auto,S4,1787,1769,44979.86,28423.23,Mexico,0.16,2023-05-01,79569372.34,50792312.01
CSL_Auto,S5,4461,3454,100083.91,71139.07,Germany,0.19,2023-05-01,345689825.14,317351391.27000004
CSL_Auto,S3,311,252,34323.15,19484.37,Mexico,0.16,2023-05-01,8649433.8,6059639.069999999
CSL_Auto,S2,3312,3277,20475.08,13801.25,Japan,0.1,2023-05-01,67096837.16,45709740.0
CSL_Auto,S5,3950,3428,70844.93,48360.09,South_Africa,0.15,2023-05-01,242856420.04,191022355.5
CSL_Auto,S2,4927,4840,22661.98,16709.19,Mexico,0.16,2023-05-01,109683983.2,82326179.13
CSL_Auto,S1,544,517,17366.06,8657.96,India,0.18,2023-05-01,8978253.020000001,4709930.239999999
CSL_Auto,S1,3667,3022,14178.85,8453.78,South_Africa,0.15,2023-05-01,42848484.7,31000011.26
CSL_Auto,S2,712,614,19004.37,15764.8,Mexico,0.16,2023-05-01,11668683.18,11224537.6
CSL_Auto,S2,3984,3563,25613.98,15872.59,Germany,0.19,2023-05-01,91262610.74,63236398.56
CSL_Auto,S4,2168,1653,64099.0,27416.1,USA,0.08,2023-05-01,105955647.0,59438104.8
CSL_Auto,S3,177,132,26435.93,23101.93,South_Africa,0.15,2023-05-01,3489542.76,4089041.61
CSL_Auto,S2,3066,2564,18509.88,15948.53,Brazil,0.25,2023-05-01,47459332.32,48898192.98
CSL_Auto,S3,3021,2353,39602.26,21381.17,South_Africa,0.15,2023-05-01,93184117.78,64592514.56999999
CSL_Auto,S3,1306,1075,28144.8,21522.59,Mexico,0.16,2023-05-01,30255660.0,28108502.54
CSL_Auto,S5,690,580,113370.83,65477.45,France,0.2,2023-05-01,65755081.4,45179440.5
CSL_Auto,S4,1543,1315,46506.88,30524.42,Mexico,0.16,2023-05-01,61156547.2,47099180.06
CSL_Auto,S1,1541,1308,13640.19,8750.99,United_Kingdom,0.2,2023-05-01,17841368.52,13485275.59
CSL_Auto,S1,3502,3197,15433.28,9234.9,Brazil,0.25,2023-05-01,49340196.16,32340619.8
CSL_Auto,S3,4558,4376,33045.29,21750.24,United_Kingdom,0.2,2023-05-01,144606189.04,99137593.92
CSL_Auto,S2,4137,3735,19590.22,12768.42,South_Africa,0.15,2023-05-01,73169471.7,52822953.54
CSL_Auto,S5,2503,2172,78463.25,55324.71,USA,0.08,2023-05-01,170422179.0,138477749.13
CSL_Auto,S2,2265,2163,20465.86,15624.2,USA,0.08,2023-05-01,44267655.18,35388813.0
CSL_Auto,S5,436,336,117185.14,46312.81,USA,0.08,2023-05-01,39374207.04,20192385.16
CSL_Auto,S2,1274,1121,19603.1,16985.12,Germany,0.19,2023-05-01,21975075.1,21639042.88
CSL_Auto,S4,1191,940,63826.25,31179.43,Mexico,0.16,2023-05-01,59996675.0,37134701.13
CSL_Auto,S1,3878,3159,15981.16,9148.37,Japan,0.1,2023-05-01,50484484.44,35477378.86
CSL_Auto,S5,3247,2939,105305.88,64173.61,USA,0.08,2023-05-01,309493981.32,208371711.67
CSL_Auto,S2,3676,3034,25050.05,16596.77,South_Africa,0.15,2023-05-01,76001851.7,61009726.52
CSL_Auto,S3,1721,1379,34232.36,23045.27,Germany,0.19,2023-05-01,47206424.44,39660909.67
CSL_Auto,S2,4028,4013,19115.91,14985.42,Canada,0.12,2023-05-01,76712146.83,60361271.76
CSL_Auto,S4,4383,4183,45550.99,38162.36,Canada,0.12,2023-05-01,190539791.17,167265623.88
CSL_Auto,S1,3630,3302,16926.16,11747.19,Japan,0.1,2023-05-01,55890180.32,42642299.7
CSL_Auto,S4,1775,1493,58559.63,35244.01,Japan,0.1,2023-05-01,87429527.58999999,62558117.75
CSL_Auto,S2,927,734,20438.15,15691.02,Brazil,0.25,2023-06-01,15001602.1,14545575.54
CSL_Auto,S4,941,865,59129.15,33231.12,United_Kingdom,0.2,2023-06-01,51146714.75,31270483.92
CSL_Auto,S1,4589,4080,14006.26,9835.9,Germany,0.19,2023-06-01,57145540.8,45136945.1
CSL_Auto,S1,4665,4608,16623.39,9987.29,Brazil,0.25,2023-06-01,76600581.12,46590707.85
CSL_Auto,S4,2129,1850,40339.54,35315.65,United_Kingdom,0.2,2023-06-01,74628149.0,75187018.85000001
CSL_Auto,S2,1293,1241,19826.25,13028.67,United_Kingdom,0.2,2023-06-01,24604376.25,16846070.31
CSL_Auto,S4,1068,923,53252.51,39824.57,USA,0.08,2023-06-01,49152066.73,42532640.76
CSL_Auto,S4,2161,1776,43915.82,31435.88,France,0.2,2023-06-01,77994496.32,67932936.68
CSL_Auto,S3,2411,1949,34642.71,24604.82,USA,0.08,2023-06-01,67518641.78999999,59322221.02
CSL_Auto,S4,3378,2714,41943.11,28311.9,Germany,0.19,2023-06-01,113833600.54,95637598.2
CSL_Auto,S4,2279,1824,41571.55,27795.97,USA,0.08,2023-06-01,75826507.2,63347015.63
CSL_Auto,S4,4945,4420,61989.47,30205.35,Canada,0.12,2023-06-01,273993457.4,149365455.75
CSL_Auto,S3,4863,3974,34807.87,23039.19,France,0.2,2023-06-01,138326475.38000005,112039580.97
CSL_Auto,S3,202,186,38682.07,19373.59,United_Kingdom,0.2,2023-06-01,7194865.02,3913465.18
CSL_Auto,S3,2707,2334,31671.34,21762.45,Brazil,0.25,2023-06-01,73920907.56,58910952.15
CSL_Auto,S3,770,728,31161.12,22231.84,South_Africa,0.15,2023-06-01,22685295.36,17118516.8
CSL_Auto,S3,1039,993,32600.8,24848.5,Mexico,0.16,2023-06-01,32372594.4,25817591.5
CSL_Auto,S1,3246,3002,15411.3,9582.47,Canada,0.12,2023-06-01,46264722.6,31104697.62
CSL_Auto,S3,794,704,28078.66,20558.7,India,0.18,2023-06-01,19767376.64,16323607.8
CSL_Auto,S1,3546,3079,12898.03,10189.46,Canada,0.12,2023-06-01,39713034.370000005,36131825.16
CSL_Auto,S1,2278,1787,14828.46,8662.31,USA,0.08,2023-06-01,26498458.02,19732742.18
CSL_Auto,S5,3645,3502,106470.88,59827.25,United_Kingdom,0.2,2023-06-01,372861021.76,218070326.25
CSL_Auto,S4,1347,1303,62906.52,35111.03,Japan,0.1,2023-06-01,81967195.56,47294557.41
CSL_Auto,S3,757,727,39714.09,23610.59,United_Kingdom,0.2,2023-06-01,28872143.43,17873216.63
CSL_Auto,S2,4237,3663,19300.98,13985.85,Japan,0.1,2023-06-01,70699489.74,59258046.45
CSL_Auto,S5,3393,2950,105061.62,43929.06,France,0.2,2023-06-01,309931779.0,149051300.57999998
CSL_Auto,S3,204,160,39576.08,23420.27,Mexico,0.16,2023-06-01,6332172.800000001,4777735.08
CSL_Auto,S3,2565,2562,37687.51,21799.76,Germany,0.19,2023-06-01,96555400.62,55916384.4
CSL_Auto,S5,3147,2733,90291.07,73792.83,Canada,0.12,2023-06-01,246765494.31000003,232226036.01
CSL_Auto,S3,2033,1831,33550.72,23008.71,Brazil,0.25,2023-06-01,61431368.32,46776707.43
CSL_Auto,S1,2007,1513,17789.81,8936.18,Mexico,0.16,2023-06-01,26915982.53,17934913.26
CSL_Auto,S5,1639,1348,117787.81,61595.02,India,0.18,2023-06-01,158777967.88,100954237.78
CSL_Auto,S2,178,169,24179.17,16272.0,Germany,0.19,2023-06-01,4086279.73,2896416.0
CSL_Auto,S3,762,724,28141.86,23415.57,Brazil,0.25,2023-06-01,20374706.64,17842664.34
CSL_Auto,S5,3720,3091,107038.95,66053.53,India,0.18,2023-06-01,330857394.45,245719131.6
CSL_Auto,S2,1635,1274,23491.15,12585.66,United_Kingdom,0.2,2023-06-01,29927725.1,20577554.1
CSL_Auto,S3,1972,1783,26020.04,18216.92,Mexico,0.16,2023-06-01,46393731.32,35923766.239999995
CSL_Auto,S1,805,638,15128.72,9747.5,India,0.18,2023-06-01,9652123.36,7846737.5
CSL_Auto,S4,223,190,57955.84,41067.53,Japan,0.1,2023-06-01,11011609.6,9158059.19
CSL_Auto,S3,4828,3640,34660.75,23842.46,Germany,0.19,2023-06-01,126165130.0,115111396.88
CSL_Auto,S4,2333,1756,59676.11,30089.16,United_Kingdom,0.2,2023-07-01,104791249.16,70198010.28
CSL_Auto,S4,2153,2110,51377.44,37888.19,India,0.18,2023-07-01,108406398.4,81573273.07000001
CSL_Auto,S1,3945,3198,12752.02,11611.53,Brazil,0.25,2023-07-01,40780959.96,45807485.85
CSL_Auto,S1,2012,1641,14806.77,8699.91,India,0.18,2023-07-01,24297909.57,17504218.919999998
CSL_Auto,S3,4874,4721,28471.18,25247.51,South_Africa,0.15,2023-07-01,134412440.78,123056363.74
CSL_Auto,S1,1725,1557,17181.34,9961.47,France,0.2,2023-07-01,26751346.38,17183535.75
CSL_Auto,S5,1581,1250,78699.65,51413.24,Japan,0.1,2023-07-01,98374562.5,81284332.44
CSL_Auto,S2,4870,3934,22057.72,15695.42,Germany,0.19,2023-07-01,86775070.48,76436695.4
CSL_Auto,S4,4141,3701,41204.02,35082.06,United_Kingdom,0.2,2023-07-01,152496078.01999998,145274810.45999998
CSL_Auto,S4,2257,2131,51546.67,39284.62,Germany,0.19,2023-07-01,109845953.77,88665387.34
CSL_Auto,S5,4663,4628,80130.56,45190.37,South_Africa,0.15,2023-07-01,370844231.68,210722695.31
CSL_Auto,S2,1795,1418,22947.01,15618.57,South_Africa,0.15,2023-07-01,32538860.18,28035333.15
CSL_Auto,S3,4974,4086,37854.11,22024.52,Mexico,0.16,2023-07-01,154671893.46,109549962.48
CSL_Auto,S2,932,725,19926.61,16559.76,Mexico,0.16,2023-07-01,14446792.25,15433696.319999998
